75.4402,-5.67635,-52.9749,90.0057,0.0643537
75.4413,-5.67635,-52.9749,90.0057,0.0643537
75.4427,-5.67635,-52.9749,90.0057,0.0643537
75.4436,-5.67635,-52.9749,90.0057,0.0643537
75.4447,-5.67635,-52.9749,90.0057,0.0643537
75.4458,-5.67635,-52.9749,90.0057,0.0643537
75.4469,-5.67635,-52.9749,90.0057,0.0643537
75.448,-5.67635,-52.9749,90.0057,0.0643537
75.4492,-5.67635,-52.9749,90.0057,0.0643537
75.4503,-5.67635,-52.9749,90.0057,0.0643537
75.4514,-5.67635,-52.9749,90.0057,0.0643537
75.4524,-5.67635,-52.9749,90.0057,0.0643537
75.4534,-5.67635,-52.9749,90.0057,0.0643537
75.4547,-5.67635,-52.9749,90.0057,0.0643537
75.4562,-5.67635,-52.9749,90.0057,0.0643537
75.4569,-5.67635,-52.9749,90.0057,0.0643537
75.4581,-5.67635,-52.9749,90.0057,0.0643537
75.4592,-5.67635,-52.9749,90.0057,0.0643537
75.4603,-5.67635,-52.9749,90.0057,0.0643537
75.4614,-5.67635,-52.9749,90.0057,0.0643537
75.4625,-5.67635,-52.9749,90.0057,0.0643537
75.4638,-5.67635,-52.9749,90.0057,0.0643537
75.4648,-5.67635,-52.9749,90.0057,0.0643537
75.4659,-5.67635,-52.9749,90.0057,0.0643537
75.467,-5.67635,-52.9749,90.0057,0.0643537
75.4683,-5.67635,-52.9749,90.0057,0.0643537
75.4691,-5.67635,-52.9749,90.0057,0.0643537
75.471,-5.67635,-52.9749,90.0057,0.0643537
75.4718,-5.67635,-52.9749,90.0057,0.0643537
75.4728,-5.67635,-52.9749,90.0057,0.0643537
75.4739,-5.67635,-52.9749,90.0057,0.0643537
75.475,-5.67635,-52.9749,90.0057,0.0643537
75.4762,-5.67635,-52.9749,90.0057,0.0643537
75.4772,-5.67635,-52.9749,90.0057,0.0643537
75.4787,-5.67635,-52.9749,90.0057,0.0643537
75.4796,-5.67635,-52.9749,90.0057,0.0643537
75.4807,-5.67635,-52.9749,90.0057,0.0643537
75.4819,-5.67635,-52.9749,90.0057,0.0643537
75.4831,-5.67635,-52.9749,90.0057,0.0643537
75.4846,-5.67635,-52.9749,90.0057,0.0643537
75.4855,-5.67635,-52.9749,90.0057,0.0643537
75.4866,-5.67635,-52.9749,90.0057,0.0643537
75.4881,-5.67635,-52.9749,90.0057,0.0643537
75.489,-5.67635,-52.9749,90.0057,0.0643537
75.4901,-5.67635,-52.9749,90.0057,0.0643537
75.4914,-5.67635,-52.9749,90.0057,0.0643537
75.4922,-5.67635,-52.9749,90.0057,0.0643537
75.4934,-5.67635,-52.9749,90.0057,0.0643537
75.4948,-5.67635,-52.9749,90.0057,0.0643537
75.4959,-5.67635,-52.9749,90.0057,0.0643537
75.4969,-5.67635,-52.9749,90.0057,0.0643537
75.4983,-5.67635,-52.9749,90.0057,0.0643537
75.4992,-5.67635,-52.9749,90.0057,0.0643537
75.5003,-5.67635,-52.9749,90.0057,0.0643537
75.5014,-5.67635,-52.9749,90.0057,0.0643537
75.5025,-5.67635,-52.9749,90.0057,0.0643537
75.5036,-5.67635,-52.9749,90.0057,0.0643537
75.5047,-5.67635,-52.9749,90.0057,0.0643537
75.5057,-5.67635,-52.9749,90.0057,0.0643537
75.5068,-5.67635,-52.9749,90.0057,0.0643537
75.5079,-5.67635,-52.9749,90.0057,0.0643537
75.5094,-5.67635,-52.9749,90.0057,0.0643537
75.5103,-5.67635,-52.9749,90.0057,0.0643537
75.5117,-5.67635,-52.9749,90.0057,0.0643537
75.5125,-5.67635,-52.9749,90.0057,0.0643537
75.5136,-5.67635,-52.9749,90.0057,0.0643537
75.5148,-5.67635,-52.9749,90.0057,0.0643537
75.5159,-5.67635,-52.9749,90.0057,0.0643537
75.5173,-5.67635,-52.9749,90.0057,0.0643537
75.5184,-5.67635,-52.9749,90.0057,0.0643537
75.5196,-5.67635,-52.9749,90.0057,0.0643537
75.5206,-5.67635,-52.9749,90.0057,0.0643537
75.5218,-5.67635,-52.9749,90.0057,0.0643537
75.5229,-5.67635,-52.9749,90.0057,0.0643537
75.5239,-5.67635,-52.9749,90.0057,0.0643537
75.525,-5.67635,-52.9749,90.0057,0.0643537
75.5261,-5.67635,-52.9749,90.0057,0.0643537
75.5272,-5.67635,-52.9749,90.0057,0.0643537
75.5283,-5.67635,-52.9749,90.0057,0.0643537
75.5294,-5.67635,-52.9749,90.0057,0.0643537
75.5306,-5.67635,-52.9749,90.0057,0.0643537
75.5318,-5.67635,-52.9749,90.0057,0.0643537
75.5332,-5.67635,-52.9749,90.0057,0.0643537
75.5342,-5.67635,-52.9749,90.0057,0.0643537
75.5353,-5.67635,-52.9749,90.0057,0.0643537
75.5366,-5.67635,-52.9749,90.0057,0.0643537
75.5377,-5.67635,-52.9749,90.0057,0.0643537
75.5388,-5.67635,-52.9749,90.0057,0.0643537
75.5399,-5.67635,-52.9749,90.0057,0.0643537
75.5409,-5.67635,-52.9749,90.0057,0.0643537
75.542,-5.67635,-52.9749,90.0057,0.0643537
75.5431,-5.67635,-52.9749,90.0057,0.0643537
75.5442,-5.67635,-52.9749,90.0057,0.0643537
75.5452,-5.67635,-52.9749,90.0057,0.0643537
75.5463,-5.67635,-52.9749,90.0057,0.0643537
75.5474,-5.67635,-52.9749,90.0057,0.0643537
75.5485,-5.67635,-52.9749,90.0057,0.0643537
75.5496,-5.67635,-52.9749,90.0057,0.0643537
75.5506,-5.67635,-52.9749,90.0057,0.0643537
75.5516,-5.67635,-52.9749,90.0057,0.0643537
75.5527,-5.67635,-52.9749,90.0057,0.0643537
75.5538,-5.67635,-52.9749,90.0057,0.0643537
75.555,-5.67635,-52.9749,90.0057,0.0643537
75.556,-5.67635,-52.9749,90.0057,0.0643537
75.5571,-5.67635,-52.9749,90.0057,0.0643537
75.5583,-5.67635,-52.9749,90.0057,0.0643537
75.5593,-5.67635,-52.9749,90.0057,0.0643537
75.5605,-5.67635,-52.9749,90.0057,0.0643537
75.5616,-5.67635,-52.9749,90.0057,0.0643537
75.5627,-5.67635,-52.9749,90.0057,0.0643537
75.5647,-5.67635,-52.9749,90.0057,0.0643537
75.5658,-5.67635,-52.9749,90.0057,0.0643537
75.5669,-5.67635,-52.9749,90.0057,0.0643537
75.5682,-5.67635,-52.9749,90.0057,0.0643537
75.5693,-5.67635,-52.9749,90.0057,0.0643537
75.5704,-5.67635,-52.9749,90.0057,0.0643537
75.5715,-5.67635,-52.9749,90.0057,0.0643537
75.5726,-5.67635,-52.9749,90.0057,0.0643537
75.5738,-5.67635,-52.9749,90.0057,0.0643537
75.5749,-5.67635,-52.9749,90.0057,0.0643537
75.576,-5.67635,-52.9749,90.0057,0.0643537
75.5772,-5.67635,-52.9749,90.0057,0.0643537
